"Receipt_ID","Purchase_date","Store_Name","City","State","Region","Customer_Segment","Category","sub_category","Quantity","Unit_Price","Sales","Discount","Profit","Payment_Method"
"TXN-00003093","2025-01-19","ShopEase","Worcester","Massachusetts","East","Corporate","Clothing","Men",10,493.98,4939.8,0.1,570.12,"Credit Card"
"TXN-00001899","2024-10-24","Urban Mart","Atlanta","Georgia","South","Corporate","Groceries","Snacks",2,565.08,1130.16,0.0,187.73,"Bank Transfer"
"TXN-00004781","2025-05-24","QuickBuy","Seattle","Washington","West","Home Office","Groceries","Snacks",5,11.1,55.5,0.05,6.41,"Bank Transfer"
"TXN-00001382","2024-09-19","Metro Store","Charlotte","North Carolina","South","Home Office","Clothing","Women",6,656.62,3939.72,0.2,371.46,"Cash"
"TXN-00003837","2025-03-17","QuickBuy","Houston","Texas","Central","Corporate","Clothing","Women",10,659.65,6596.5,0.2,1011.64,"Bank Transfer"
"TXN-00004445","2025-05-02","ValueHub","Grand Rapids","Michigan","Central","Home Office","Electronics","Phones",2,46.84,93.68,0.05,8.57,"Bank Transfer"
"TXN-00003722","2025-03-06","Metro Store","Atlanta","Georgia","South","Consumer","Groceries","Snacks",7,756.3,5294.1,0.15,1055.13,"Cash"
"TXN-00003948","2025-03-25","QuickBuy","Los Angeles","California","West","Corporate","Groceries","Dairy",3,322.52,967.56,0.15,103.24,"Credit Card"
"TXN-00004064","2025-04-04","ShopEase","Dallas","Texas","Central","Consumer","Clothing","Men",3,435.19,1305.57,0.2,221.15,"Cash"
"TXN-00003242","2025-01-30","Metro Store","Las Vegas","Nevada","West","Consumer","Clothing","Men",1,360.84,360.84,0.15,50.2,"Cash"
"TXN-00000253","2024-06-27","Metro Store","Pittsburgh","Pennsylvania","East","Consumer","Groceries","Dairy",9,353.4,3180.6,0.2,585.11,"Bank Transfer"
"TXN-00001176","2024-09-02","Urban Mart","Savannah","Georgia","South","Home Office","Clothing","Men",3,782.82,2348.46,0.1,148.34,"Credit Card"
"TXN-00004974","2025-06-07","Urban Mart","Reno","Nevada","West","Consumer","Home & Kitchen","Furniture",5,391.65,1958.25,0.1,112.07,"Online Payment"
"TXN-00002298","2024-11-24","ValueHub","Las Vegas","Nevada","West","Home Office","Clothing","Women",7,619.41,4335.87,0.2,657.33,"Online Payment"
"TXN-00002171","2024-11-15","Urban Mart","Detroit","Michigan","Central","Corporate","Groceries","Snacks",5,202.11,1010.55,0.0,78.68,"Bank Transfer"
"TXN-00003375","2025-02-08","Urban Mart","San Francisco","California","West","Home Office","Electronics","Appliances",6,981.09,5886.54,0.15,848.75,"Credit Card"
"TXN-00001030","2024-08-22","Urban Mart","Boston","Massachusetts","East","Consumer","Groceries","Snacks",9,226.79,2041.11,0.1,250.39,"Bank Transfer"
"TXN-00001599","2024-10-04","Metro Store","Los Angeles","California","West","Home Office","Electronics","Phones",1,553.39,553.39,0.0,70.52,"Bank Transfer"
"TXN-00002126","2024-11-11","ValueHub","Worcester","Massachusetts","East","Consumer","Home & Kitchen","Decor",8,119.76,958.08,0.2,188.94,"Credit Card"
"TXN-00001263","2024-09-10","Urban Mart","Worcester","Massachusetts","East","Consumer","Electronics","Accessories",2,589.44,1178.88,0.05,148.52,"Cash"
"TXN-00001636","2024-10-06","Urban Mart","New York City","New York","East","Consumer","Groceries","Fruits",3,284.03,852.09,0.1,91.97,"Bank Transfer"
"TXN-00004303","2025-04-21","QuickBuy","Pittsburgh","Pennsylvania","East","Home Office","Clothing","Women",2,78.23,156.46,0.2,11.41,"Credit Card"
"TXN-00002529","2024-12-11","ShopEase","Raleigh","North Carolina","South","Home Office","Electronics","Phones",4,527.79,2111.16,0.1,216.17,"Online Payment"
"TXN-00002893","2025-01-05","ShopEase","Dallas","Texas","Central","Consumer","Groceries","Fruits",3,841.74,2525.22,0.2,194.15,"Cash"
"TXN-00001098","2024-08-27","Urban Mart","Detroit","Michigan","Central","Consumer","Clothing","Men",8,953.14,7625.12,0.0,1142.1,"Bank Transfer"
"TXN-00001722","2024-10-12","ShopEase","Grand Rapids","Michigan","Central","Consumer","Groceries","Dairy",5,854.87,4274.35,0.15,541.61,"Credit Card"
"TXN-00001864","2024-10-21","Metro Store","Miami","Florida","South","Corporate","Home & Kitchen","Utensils",7,533.43,3734.01,0.1,189.07,"Cash"
"TXN-00000437","2024-07-10","Urban Mart","Houston","Texas","Central","Corporate","Electronics","Phones",7,783.05,5481.35,0.0,1159.19,"Bank Transfer"
"TXN-00004890","2025-06-01","QuickBuy","Grand Rapids","Michigan","Central","Home Office","Home & Kitchen","Decor",3,960.38,2881.14,0.15,487.66,"Online Payment"
"TXN-00000097","2024-06-16","Urban Mart","Spokane","Washington","West","Consumer","Clothing","Men",6,571.94,3431.64,0.0,594.05,"Online Payment"
"TXN-00001559","2024-10-02","Urban Mart","Detroit","Michigan","Central","Corporate","Electronics","Accessories",5,847.9,4239.5,0.15,513.67,"Online Payment"
"TXN-00001480","2024-09-25","QuickBuy","Orlando","Florida","South","Home Office","Home & Kitchen","Furniture",7,60.47,423.29,0.0,44.57,"Cash"
"TXN-00000321","2024-07-02","ShopEase","Orlando","Florida","South","Corporate","Electronics","Phones",3,228.96,686.88,0.05,51.8,"Bank Transfer"
"TXN-00003102","2025-01-20","Metro Store","Las Vegas","Nevada","West","Home Office","Groceries","Vegetables",10,318.7,3187.0,0.2,493.28,"Bank Transfer"
"TXN-00003574","2025-02-23","ValueHub","Springfield","Illinois","Central","Home Office","Groceries","Dairy",10,236.23,2362.3,0.0,154.72,"Credit Card"
"TXN-00001938","2024-10-27","ShopEase","Los Angeles","California","West","Home Office","Home & Kitchen","Furniture",7,73.25,512.75,0.15,98.14,"Online Payment"
"TXN-00002366","2024-11-29","ShopEase","Grand Rapids","Michigan","Central","Corporate","Clothing","Men",8,942.59,7540.72,0.1,1183.48,"Online Payment"
"TXN-00003961","2025-03-26","ValueHub","Seattle","Washington","West","Consumer","Clothing","Women",10,213.06,2130.6,0.1,291.77,"Credit Card"
"TXN-00002547","2024-12-12","Metro Store","Charlotte","North Carolina","South","Corporate","Electronics","Phones",2,958.71,1917.42,0.05,297.06,"Credit Card"
"TXN-00001276","2024-09-11","ValueHub","Las Vegas","Nevada","West","Corporate","Home & Kitchen","Decor",6,270.64,1623.84,0.2,141.1,"Bank Transfer"
"TXN-00000745","2024-08-03","QuickBuy","Boston","Massachusetts","East","Corporate","Clothing","Women",4,446.12,1784.48,0.15,185.62,"Credit Card"
"TXN-00000628","2024-07-24","ValueHub","Spokane","Washington","West","Consumer","Electronics","Appliances",7,231.3,1619.1,0.05,361.68,"Bank Transfer"
"TXN-00002603","2024-12-16","ShopEase","Pittsburgh","Pennsylvania","East","Corporate","Clothing","Women",2,83.34,166.68,0.15,21.39,"Online Payment"
"TXN-00004430","2025-05-01","Metro Store","Charlotte","North Carolina","South","Corporate","Clothing","Kids",3,122.55,367.65,0.1,67.2,"Credit Card"
"TXN-00003144","2025-01-23","QuickBuy","Los Angeles","California","West","Consumer","Home & Kitchen","Decor",2,134.11,268.22,0.2,50.15,"Cash"
"TXN-00002548","2024-12-12","ShopEase","Boston","Massachusetts","East","Consumer","Home & Kitchen","Utensils",6,592.3,3553.8,0.2,203.43,"Online Payment"
"TXN-00003756","2025-03-10","QuickBuy","Dallas","Texas","Central","Home Office","Groceries","Fruits",5,758.14,3790.7,0.05,708.31,"Bank Transfer"
"TXN-00003176","2025-01-25","QuickBuy","Reno","Nevada","West","Corporate","Groceries","Vegetables",8,178.37,1426.96,0.2,120.85,"Online Payment"
"TXN-00004431","2025-05-01","Urban Mart","Dallas","Texas","Central","Home Office","Groceries","Vegetables",5,324.15,1620.75,0.1,293.86,"Bank Transfer"
"TXN-00002010","2024-11-02","ValueHub","Worcester","Massachusetts","East","Home Office","Clothing","Men",2,348.65,697.3,0.05,48.83,"Online Payment"
"TXN-00004765","2025-05-23","ShopEase","Miami","Florida","South","Corporate","Electronics","Accessories",4,667.1,2668.4,0.05,175.41,"Credit Card"
"TXN-00000045","2024-06-12","Urban Mart","Las Vegas","Nevada","West","Corporate","Clothing","Men",6,204.73,1228.38,0.2,132.96,"Credit Card"
"TXN-00003562","2025-02-22","Urban Mart","Worcester","Massachusetts","East","Home Office","Home & Kitchen","Decor",8,889.1,7112.8,0.15,620.38,"Credit Card"
"TXN-00000582","2024-07-20","Metro Store","Seattle","Washington","West","Home Office","Clothing","Women",6,158.41,950.46,0.1,90.01,"Credit Card"
"TXN-00002581","2024-12-14","ValueHub","Seattle","Washington","West","Corporate","Groceries","Dairy",9,661.81,5956.29,0.0,1428.54,"Cash"
"TXN-00002876","2025-01-04","QuickBuy","Las Vegas","Nevada","West","Consumer","Groceries","Snacks",4,98.74,394.96,0.0,114.27,"Online Payment"
"TXN-00003127","2025-01-22","Metro Store","New York City","New York","East","Consumer","Clothing","Kids",5,755.11,3775.55,0.0,1084.49,"Bank Transfer"
"TXN-00000962","2024-08-17","Metro Store","Reno","Nevada","West","Home Office","Electronics","Phones",4,694.43,2638.83,0.05,391.8,"Online Payment"
"TXN-00001849","2024-10-20","Urban Mart","Atlanta","Georgia","South","Home Office","Clothing","Kids",8,478.89,3448.01,0.1,723.63,"Online Payment"
"TXN-00004903","2025-06-02","Metro Store","Chicago","Illinois","Central","Consumer","Groceries","Fruits",6,516.91,2946.39,0.05,714.01,"Online Payment"
"TXN-00000998","2024-08-20","ValueHub","Atlanta","Georgia","South","Consumer","Electronics","Phones",1,629.97,629.97,0.0,145.48,"Online Payment"
"TXN-00001681","2024-10-09","Urban Mart","Philadelphia","Pennsylvania","East","Corporate","Electronics","Accessories",6,995.97,5975.82,0.0,748.53,"Bank Transfer"
"TXN-00003145","2025-01-23","ShopEase","Dallas","Texas","Central","Corporate","Groceries","Fruits",7,931.2,5540.64,0.15,1095.62,"Online Payment"
"TXN-00003266","2025-02-01","Metro Store","Los Angeles","California","West","Home Office","Electronics","Accessories",3,530.03,1510.59,0.05,195.15,"Online Payment"
"TXN-00001110","2024-08-28","Urban Mart","Buffalo","New York","East","Corporate","Clothing","Men",4,526.14,2104.56,0.0,435.23,"Online Payment"
"TXN-00001397","2024-09-20","QuickBuy","Springfield","Illinois","Central","Home Office","Electronics","Appliances",3,556.02,1417.85,0.15,198.93,"Credit Card"
"TXN-00004828","2025-05-28","Urban Mart","Raleigh","North Carolina","South","Consumer","Home & Kitchen","Utensils",5,442.5,2212.5,0.0,280.29,"Bank Transfer"
"TXN-00002952","2025-01-09","Metro Store","Miami","Florida","South","Consumer","Clothing","Kids",4,574.27,1837.66,0.2,349.0,"Online Payment"
"TXN-00002802","2024-12-30","Urban Mart","Springfield","Illinois","Central","Home Office","Electronics","Appliances",1,215.98,183.58,0.15,43.35,"Credit Card"
"TXN-00001768","2024-10-15","ValueHub","Reno","Nevada","West","Corporate","Clothing","Women",5,778.06,3501.27,0.1,836.62,"Bank Transfer"
"TXN-00003563","2025-02-22","Metro Store","Orlando","Florida","South","Home Office","Home & Kitchen","Decor",4,628.54,2514.16,0.0,461.81,"Cash"
"TXN-00003328","2025-02-05","QuickBuy","Raleigh","North Carolina","South","Corporate","Home & Kitchen","Utensils",1,338.96,271.17,0.2,27.66,"Cash"
"TXN-00003391","2025-02-09","QuickBuy","Miami","Florida","South","Corporate","Clothing","Kids",8,428.11,3424.88,0.0,678.15,"Bank Transfer"
"TXN-00003634","2025-02-28","Metro Store","Buffalo","New York","East","Corporate","Clothing","Kids",6,501.6,3009.6,0.0,591.49,"Bank Transfer"
"TXN-00004988","2025-06-08","ShopEase","Las Vegas","Nevada","West","Consumer","Clothing","Women",6,533.58,3041.41,0.05,484.86,"Bank Transfer"
"TXN-00002299","2024-11-24","Urban Mart","Savannah","Georgia","South","Home Office","Electronics","Accessories",5,775.25,3682.44,0.05,986.33,"Bank Transfer"
"TXN-00003661","2025-03-02","ValueHub","Spokane","Washington","West","Corporate","Groceries","Vegetables",4,606.56,2426.24,0.0,382.82,"Credit Card"
"TXN-00004391","2025-04-28","Urban Mart","Boston","Massachusetts","East","Home Office","Home & Kitchen","Decor",6,429.51,2448.21,0.05,600.5,"Credit Card"
"TXN-00002300","2024-11-24","Metro Store","Seattle","Washington","West","Consumer","Clothing","Men",6,359.63,2049.89,0.05,447.11,"Bank Transfer"
"TXN-00001682","2024-10-09","ValueHub","Buffalo","New York","East","Consumer","Home & Kitchen","Utensils",7,654.91,3896.71,0.15,579.67,"Online Payment"
"TXN-00000385","2024-07-06","ShopEase","Spokane","Washington","West","Corporate","Groceries","Fruits",4,31.89,108.43,0.15,26.25,"Online Payment"
"TXN-00004646","2025-05-15","Metro Store","Worcester","Massachusetts","East","Corporate","Home & Kitchen","Decor",6,488.41,2637.41,0.1,444.18,"Cash"
"TXN-00002845","2025-01-02","Urban Mart","Grand Rapids","Michigan","Central","Consumer","Clothing","Women",2,330.69,562.17,0.15,142.86,"Bank Transfer"
"TXN-00001652","2024-10-07","ValueHub","Houston","Texas","Central","Corporate","Electronics","Accessories",6,688.2,3509.82,0.15,549.22,"Online Payment"
"TXN-00002996","2025-01-12","ValueHub","Orlando","Florida","South","Consumer","Home & Kitchen","Utensils",7,909.62,5730.61,0.1,1150.05,"Online Payment"
"TXN-00000770","2024-08-05","ValueHub","Pittsburgh","Pennsylvania","East","Corporate","Groceries","Vegetables",8,668.65,4546.82,0.15,639.46,"Credit Card"
"TXN-00003707","2025-03-05","Urban Mart","San Francisco","California","West","Home Office","Home & Kitchen","Utensils",6,660.1,3168.48,0.2,927.78,"Cash"
"TXN-00000254","2024-06-27","QuickBuy","Reno","Nevada","West","Consumer","Groceries","Snacks",4,516.95,1861.02,0.1,551.87,"Online Payment"
"TXN-00002644","2024-12-19","ShopEase","Reno","Nevada","West","Consumer","Electronics","Appliances",6,130.61,744.48,0.05,130.09,"Online Payment"
"TXN-00004922","2025-06-03","QuickBuy","Springfield","Illinois","Central","Consumer","Electronics","Appliances",6,660.51,3566.75,0.1,1007.29,"Bank Transfer"
"TXN-00000288","2024-06-29","QuickBuy","Los Angeles","California","West","Consumer","Home & Kitchen","Decor",6,564.51,2709.65,0.2,768.56,"Credit Card"
"TXN-00004094","2025-04-06","QuickBuy","Chicago","Illinois","Central","Corporate","Home & Kitchen","Decor",2,676.35,1285.06,0.05,237.15,"Cash"
"TXN-00002340","2024-11-27","ShopEase","Dallas","Texas","Central","Corporate","Groceries","Fruits",5,585.04,2925.2,0.0,518.08,"Online Payment"
"TXN-00001787","2024-10-16","Urban Mart","Detroit","Michigan","Central","Consumer","Electronics","Appliances",5,286.07,1430.35,0.0,157.11,"Bank Transfer"
"TXN-00000086","2024-06-15","ValueHub","Raleigh","North Carolina","South","Home Office","Clothing","Kids",6,533.74,2882.2,0.1,366.55,"Online Payment"
"TXN-00003282","2025-02-02","ShopEase","Grand Rapids","Michigan","Central","Corporate","Home & Kitchen","Utensils",3,865.26,2595.78,0.0,499.72,"Online Payment"
"TXN-00004361","2025-04-26","Urban Mart","Houston","Texas","Central","Corporate","Home & Kitchen","Furniture",4,424.0,1526.4,0.1,348.4,"Online Payment"
"TXN-00004849","2025-05-30","Metro Store","Los Angeles","California","West","Corporate","Home & Kitchen","Furniture",5,767.21,3836.05,0.0,929.71,"Bank Transfer"
"TXN-00003267","2025-02-01","Metro Store","Seattle","Washington","West","Corporate","Clothing","Women",1,618.83,556.95,0.1,136.88,"Online Payment"
"TXN-00003920","2025-03-23","Urban Mart","Atlanta","Georgia","South","Consumer","Electronics","Appliances",4,829.78,2821.25,0.15,686.53,"Cash"
"TXN-00003480","2025-02-17","Metro Store","Miami","Florida","South","Corporate","Home & Kitchen","Furniture",5,993.92,4224.16,0.15,1181.43,"Credit Card"
"TXN-00004509","2025-05-06","ValueHub","Pittsburgh","Pennsylvania","East","Consumer","Home & Kitchen","Utensils",5,603.9,2415.6,0.2,343.12,"Bank Transfer"
"TXN-00001723","2024-10-12","ValueHub","Charlotte","North Carolina","South","Corporate","Electronics","Phones",2,546.71,929.41,0.15,148.92,"Cash"
"TXN-00004065","2025-04-04","ValueHub","Worcester","Massachusetts","East","Corporate","Electronics","Accessories",4,168.5,539.2,0.2,69.4,"Bank Transfer"
"TXN-00000066","2024-06-14","Metro Store","Philadelphia","Pennsylvania","East","Corporate","Groceries","Vegetables",6,249.14,1195.87,0.2,211.48,"Bank Transfer"
"TXN-00001637","2024-10-06","ValueHub","Raleigh","North Carolina","South","Consumer","Electronics","Phones",2,633.34,1203.35,0.05,215.94,"Bank Transfer"
"TXN-00000836","2024-08-09","QuickBuy","San Francisco","California","West","Corporate","Electronics","Phones",7,567.97,3379.42,0.15,398.5,"Credit Card"
"TXN-00003053","2025-01-16","ValueHub","Grand Rapids","Michigan","Central","Corporate","Home & Kitchen","Decor",3,206.54,588.64,0.05,84.06,"Online Payment"
"TXN-00003575","2025-02-23","ShopEase","Detroit","Michigan","Central","Consumer","Clothing","Men",7,889.03,5600.89,0.1,770.67,"Bank Transfer"
"TXN-00000684","2024-07-29","Urban Mart","Dallas","Texas","Central","Consumer","Home & Kitchen","Utensils",3,816.97,2083.27,0.15,558.0,"Credit Card"
"TXN-00000746","2024-08-03","ShopEase","Atlanta","Georgia","South","Consumer","Groceries","Dairy",8,209.22,1422.7,0.15,242.48,"Bank Transfer"
"TXN-00003243","2025-01-30","ValueHub","Savannah","Georgia","South","Corporate","Clothing","Men",9,267.46,2407.14,0.0,244.72,"Bank Transfer"
"TXN-00002894","2025-01-05","Urban Mart","Buffalo","New York","East","Corporate","Clothing","Men",4,845.38,3381.52,0.0,600.12,"Bank Transfer"
"TXN-00003975","2025-03-27","Urban Mart","San Francisco","California","West","Corporate","Home & Kitchen","Decor",2,576.37,1095.1,0.05,253.87,"Cash"
"TXN-00002688","2024-12-22","Metro Store","Spokane","Washington","West","Home Office","Electronics","Phones",8,554.01,3988.87,0.1,643.51,"Online Payment"
"TXN-00000818","2024-08-08","Metro Store","Pittsburgh","Pennsylvania","East","Consumer","Groceries","Snacks",5,408.71,1634.84,0.2,425.76,"Online Payment"
"TXN-00001963","2024-10-29","ValueHub","Orlando","Florida","South","Consumer","Home & Kitchen","Utensils",2,569.66,1139.32,0.0,295.64,"Online Payment"
"TXN-00001909","2024-10-25","Urban Mart","Detroit","Michigan","Central","Home Office","Clothing","Women",6,285.39,1541.11,0.1,438.15,"Online Payment"
"TXN-00003109","2025-01-21","QuickBuy","Spokane","Washington","West","Corporate","Groceries","Snacks",5,188.74,802.14,0.15,211.37,"Bank Transfer"
"TXN-00002549","2024-12-12","Metro Store","Philadelphia","Pennsylvania","East","Corporate","Home & Kitchen","Decor",6,675.32,3646.73,0.1,651.42,"Cash"
"TXN-00003163","2025-01-24","ShopEase","Philadelphia","Pennsylvania","East","Consumer","Clothing","Kids",4,544.39,2177.56,0.0,386.72,"Credit Card"
"TXN-00003255","2025-01-31","Urban Mart","Charlotte","North Carolina","South","Home Office","Clothing","Men",5,824.91,3918.32,0.05,428.92,"Cash"
"TXN-00002481","2024-12-07","Metro Store","New York City","New York","East","Consumer","Clothing","Kids",5,228.74,1086.52,0.05,184.12,"Credit Card"
"TXN-00003776","2025-03-12","Urban Mart","Philadelphia","Pennsylvania","East","Corporate","Electronics","Appliances",4,413.19,1570.12,0.05,307.64,"Online Payment"
"TXN-00000963","2024-08-17","QuickBuy","San Francisco","California","West","Corporate","Home & Kitchen","Furniture",2,642.1,1219.99,0.05,268.84,"Credit Card"
"TXN-00001920","2024-10-26","Urban Mart","Charlotte","North Carolina","South","Home Office","Home & Kitchen","Decor",4,872.78,3316.56,0.05,502.23,"Bank Transfer"
"TXN-00000500","2024-07-15","ShopEase","New York City","New York","East","Corporate","Clothing","Kids",4,710.19,2272.61,0.2,395.79,"Bank Transfer"
"TXN-00004375","2025-04-27","QuickBuy","Los Angeles","California","West","Consumer","Home & Kitchen","Furniture",7,614.34,3870.34,0.1,843.63,"Bank Transfer"
"TXN-00001370","2024-09-18","Urban Mart","Grand Rapids","Michigan","Central","Consumer","Home & Kitchen","Furniture",7,391.9,2743.3,0.0,316.8,"Bank Transfer"
"TXN-00000889","2024-08-12","ValueHub","Savannah","Georgia","South","Consumer","Home & Kitchen","Utensils",4,666.63,2666.52,0.0,771.39,"Bank Transfer"
"TXN-00004392","2025-04-28","ShopEase","Atlanta","Georgia","South","Home Office","Home & Kitchen","Decor",4,369.47,1403.99,0.05,156.6,"Online Payment"
"TXN-00001132","2024-08-29","ValueHub","Charlotte","North Carolina","South","Corporate","Home & Kitchen","Furniture",6,582.41,3145.01,0.1,414.18,"Online Payment"
"TXN-00000604","2024-07-22","Urban Mart","Orlando","Florida","South","Corporate","Electronics","Phones",3,472.75,1347.34,0.05,363.5,"Cash"
"TXN-00003991","2025-03-28","QuickBuy","Detroit","Michigan","Central","Consumer","Groceries","Vegetables",7,548.4,3262.98,0.15,396.87,"Credit Card"
"TXN-00004850","2025-05-30","Urban Mart","San Francisco","California","West","Consumer","Clothing","Kids",1,458.21,366.57,0.2,96.04,"Online Payment"
"TXN-00000176","2024-06-21","Urban Mart","Detroit","Michigan","Central","Consumer","Clothing","Women",5,413.31,2066.55,0.0,560.28,"Online Payment"
"TXN-00003268","2025-02-01","ShopEase","Atlanta","Georgia","South","Home Office","Home & Kitchen","Furniture",8,309.82,1982.85,0.2,352.69,"Online Payment"
"TXN-00001900","2024-10-24","Metro Store","Springfield","Illinois","Central","Corporate","Clothing","Kids",1,996.24,946.43,0.05,121.78,"Online Payment"
"TXN-00000964","2024-08-17","Urban Mart","Las Vegas","Nevada","West","Home Office","Groceries","Snacks",4,405.78,1623.12,0.0,194.15,"Credit Card"
"TXN-00001850","2024-10-20","QuickBuy","Atlanta","Georgia","South","Consumer","Groceries","Vegetables",3,541.33,1461.59,0.1,247.91,"Credit Card"
"TXN-00004975","2025-06-07","ValueHub","Los Angeles","California","West","Home Office","Electronics","Appliances",2,434.04,824.68,0.05,123.28,"Online Payment"
"TXN-00002582","2024-12-14","ValueHub","Worcester","Massachusetts","East","Consumer","Groceries","Fruits",3,224.98,674.94,0.0,133.29,"Credit Card"
"TXN-00000311","2024-07-01","Metro Store","Chicago","Illinois","Central","Home Office","Clothing","Men",8,174.32,1324.83,0.05,308.68,"Bank Transfer"
"TXN-00000980","2024-08-18","Metro Store","Las Vegas","Nevada","West","Consumer","Clothing","Kids",6,522.62,3135.72,0.0,863.47,"Credit Card"
"TXN-00000709","2024-07-31","ValueHub","Buffalo","New York","East","Corporate","Home & Kitchen","Utensils",2,747.08,1270.04,0.15,250.45,"Cash"
"TXN-00001470","2024-09-24","QuickBuy","Orlando","Florida","South","Corporate","Home & Kitchen","Decor",6,434.05,2083.44,0.2,623.25,"Credit Card"
"TXN-00001709","2024-10-11","Urban Mart","Spokane","Washington","West","Home Office","Clothing","Men",3,276.78,705.79,0.15,157.05,"Online Payment"
"TXN-00004248","2025-04-17","QuickBuy","Detroit","Michigan","Central","Corporate","Clothing","Women",3,4.08,12.24,0.0,3.43,"Credit Card"
"TXN-00000890","2024-08-12","QuickBuy","Spokane","Washington","West","Corporate","Groceries","Fruits",5,589.38,2799.56,0.05,630.2,"Cash"
"TXN-00001945","2024-10-28","QuickBuy","Springfield","Illinois","Central","Home Office","Groceries","Fruits",7,11.1,66.04,0.15,12.77,"Bank Transfer"
"TXN-00001432","2024-09-22","QuickBuy","New York City","New York","East","Home Office","Electronics","Accessories",2,699.29,1398.58,0.0,323.06,"Online Payment"
"TXN-00004446","2025-05-02","Urban Mart","Charlotte","North Carolina","South","Home Office","Groceries","Vegetables",5,530.43,2652.15,0.0,583.15,"Bank Transfer"
"TXN-00002498","2024-12-08","QuickBuy","Boston","Massachusetts","East","Home Office","Groceries","Dairy",6,261.09,1409.89,0.1,260.82,"Cash"
"TXN-00002645","2024-12-19","ValueHub","Charlotte","North Carolina","South","Home Office","Home & Kitchen","Utensils",4,602.32,2288.82,0.05,405.21,"Cash"
"TXN-00004122","2025-04-08","Metro Store","Chicago","Illinois","Central","Home Office","Home & Kitchen","Decor",7,615.29,4307.03,0.0,883.65,"Credit Card"
"TXN-00000055","2024-06-13","QuickBuy","Spokane","Washington","West","Corporate","Home & Kitchen","Utensils",5,815.48,3261.92,0.2,874.3,"Credit Card"
"TXN-00004432","2025-05-01","Urban Mart","Savannah","Georgia","South","Corporate","Groceries","Snacks",1,485.92,388.74,0.2,78.02,"Online Payment"
"TXN-00004362","2025-04-26","QuickBuy","Seattle","Washington","West","Consumer","Electronics","Phones",2,465.83,745.33,0.2,111.48,"Cash"
"TXN-00003302","2025-02-03","ValueHub","Atlanta","Georgia","South","Corporate","Clothing","Kids",8,849.15,5774.22,0.15,857.41,"Online Payment"
"TXN-00000289","2024-06-29","Metro Store","Atlanta","Georgia","South","Home Office","Groceries","Fruits",4,361.72,1302.19,0.1,258.2,"Bank Transfer"
"TXN-00002163","2024-11-14","ValueHub","Chicago","Illinois","Central","Corporate","Groceries","Dairy",5,161.48,767.03,0.05,224.04,"Cash"
"TXN-00002367","2024-11-29","ValueHub","Boston","Massachusetts","East","Home Office","Home & Kitchen","Furniture",4,905.8,3260.88,0.1,624.44,"Cash"
"TXN-00001865","2024-10-21","QuickBuy","Seattle","Washington","West","Corporate","Electronics","Accessories",4,121.06,387.39,0.2,115.77,"Cash"
"TXN-00004782","2025-05-24","ValueHub","Las Vegas","Nevada","West","Home Office","Home & Kitchen","Decor",3,383.4,977.67,0.15,100.56,"Online Payment"
"TXN-00002689","2024-12-22","Metro Store","Chicago","Illinois","Central","Home Office","Electronics","Accessories",8,995.97,6772.6,0.15,1190.08,"Credit Card"
"TXN-00004285","2025-04-19","QuickBuy","Charlotte","North Carolina","South","Corporate","Groceries","Vegetables",5,281.62,1126.48,0.2,179.82,"Cash"
"TXN-00003935","2025-03-24","Urban Mart","Las Vegas","Nevada","West","Consumer","Clothing","Men",6,762.06,4115.12,0.1,703.02,"Cash"
"TXN-00003662","2025-03-02","ValueHub","Los Angeles","California","West","Home Office","Electronics","Appliances",1,704.6,634.14,0.1,85.5,"Cash"
"TXN-00002341","2024-11-27","Urban Mart","Chicago","Illinois","Central","Corporate","Groceries","Dairy",7,592.83,3319.85,0.2,823.45,"Bank Transfer"
"TXN-00001769","2024-10-15","ShopEase","Seattle","Washington","West","Corporate","Clothing","Men",1,512.77,487.13,0.05,124.56,"Bank Transfer"
"TXN-00002004","2024-11-01","Metro Store","Grand Rapids","Michigan","Central","Consumer","Home & Kitchen","Decor",4,327.13,1177.67,0.1,187.1,"Online Payment"
"TXN-00001264","2024-09-10","ShopEase","Las Vegas","Nevada","West","Home Office","Electronics","Appliances",1,325.84,260.67,0.2,32.14,"Credit Card"
"TXN-00001817","2024-10-18","ShopEase","Los Angeles","California","West","Corporate","Groceries","Fruits",7,488.28,2734.37,0.2,396.5,"Online Payment"
"TXN-00001851","2024-10-20","ShopEase","Detroit","Michigan","Central","Corporate","Clothing","Men",8,624.13,4244.08,0.15,870.87,"Bank Transfer"
"TXN-00001818","2024-10-18","ValueHub","Raleigh","North Carolina","South","Corporate","Groceries","Fruits",7,392.03,2469.79,0.1,512.0,"Credit Card"
"TXN-00003313","2025-02-04","Metro Store","Boston","Massachusetts","East","Consumer","Groceries","Dairy",7,401.51,2388.98,0.15,703.37,"Online Payment"
"TXN-00003876","2025-03-20","ShopEase","Chicago","Illinois","Central","Corporate","Home & Kitchen","Decor",2,239.89,431.8,0.1,53.14,"Bank Transfer"
"TXN-00002424","2024-12-03","ShopEase","San Francisco","California","West","Home Office","Home & Kitchen","Furniture",5,862.44,3665.37,0.15,989.26,"Credit Card"
"TXN-00001836","2024-10-19","Metro Store","Atlanta","Georgia","South","Corporate","Clothing","Men",6,4.08,24.48,0.0,3.54,"Bank Transfer"
